u,v
0,2
0,5
0,6
0,7
0,8
0,9
0,12
0,16
0,19
0,20
0,21
1,3
1,4
1,5
1,7
1,8
1,9
1,11
1,12
1,13
1,14
1,15
1,16
1,18
1,19
1,20
1,21
1,24
2,5
2,12
2,13
2,14
2,15
2,17
2,18
2,21
2,22
2,26
2,27
3,8
3,10
3,19
3,22
3,24
3,25
3,27
4,5
4,7
4,11
4,12
4,13
4,14
4,15
4,18
4,21
4,22
4,24
5,6
5,16
5,17
5,18
5,19
5,23
5,26
6,10
6,12
6,16
6,17
6,19
6,22
6,24
6,25
6,27
7,8
7,9
7,11
7,13
7,14
7,15
7,18
7,21
7,22
8,9
8,11
8,13
8,15
8,20
9,11
9,16
9,20
9,21
9,26
10,11
10,12
10,13
10,15
10,16
10,18
10,23
10,26
10,27
11,16
11,19
11,20
11,23
11,24
11,25
11,27
12,14
12,16
12,17
12,18
12,19
12,20
12,21
12,24
12,26
12,27
13,16
13,19
13,20
13,23
13,24
13,25
14,17
14,19
14,20
14,23
14,25
14,27
15,16
15,19
15,20
15,23
15,24
15,25
16,18
16,20
16,21
16,23
16,26
17,26
17,27
18,20
18,23
18,24
19,22
19,26
19,27
20,21
21,23
21,24
21,26
21,27
22,24
22,25
22,26
22,27
23,24
23,27
25,27
26,27
