u,v
0,1
0,2
0,4
0,8
0,12
0,27
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,11
1,12
1,14
1,16
1,18
1,19
1,20
1,21
1,23
1,24
1,26
1,27
2,3
2,6
2,10
2,13
2,15
2,16
2,17
3,4
3,25
3,27
4,5
4,6
4,7
4,9
4,10
4,12
4,13
4,14
4,15
4,16
4,19
4,20
4,22
4,23
4,24
4,26
5,6
5,7
5,10
5,12
5,14
5,15
5,16
5,19
5,20
5,21
5,22
5,23
5,24
5,26
6,7
6,8
6,9
6,10
6,12
6,14
6,18
6,20
6,21
6,23
6,24
7,9
7,10
7,11
7,14
7,15
7,16
7,19
7,21
7,22
7,23
7,24
7,26
8,11
8,15
8,17
8,19
8,26
9,10
9,11
9,12
9,14
9,15
9,16
9,17
9,19
9,22
9,23
9,24
9,26
10,11
10,12
10,14
10,16
10,18
10,19
10,20
10,23
10,24
10,26
11,12
11,14
11,16
11,18
11,20
11,21
11,22
11,23
11,24
11,26
11,27
12,14
12,15
12,16
12,18
12,20
12,21
12,24
12,26
12,27
13,20
14,15
14,16
14,17
14,19
14,20
14,22
14,23
14,26
15,18
15,19
15,20
15,21
15,22
15,24
15,26
15,27
16,20
16,21
16,23
16,24
16,26
17,18
17,20
17,21
18,19
18,21
18,22
18,23
18,24
18,26
19,21
19,23
19,26
19,27
20,22
20,23
20,24
20,26
21,22
21,23
21,24
21,26
22,23
23,26
24,26
24,27
