u,v
0,2
0,3
0,5
0,6
0,9
0,10
0,15
0,16
0,20
1,2
1,3
1,5
1,7
1,8
1,11
1,12
1,13
1,14
1,18
1,21
1,22
1,24
1,26
1,27
2,3
2,5
2,6
2,7
2,13
2,16
2,18
2,19
2,24
2,26
3,4
3,9
3,11
3,14
3,19
3,20
3,25
4,5
4,7
4,12
4,13
4,21
4,22
5,6
5,10
5,14
5,16
5,19
5,20
6,8
6,9
6,12
6,14
6,17
6,19
6,21
6,24
6,25
7,11
7,13
7,18
7,20
7,21
7,22
7,24
7,26
7,27
8,11
8,12
8,13
8,15
8,16
8,17
8,20
8,23
8,24
8,25
8,26
8,27
9,14
9,16
9,19
9,20
10,11
10,12
10,13
10,18
10,21
10,22
10,26
10,27
11,12
11,16
11,17
11,19
11,20
11,22
11,23
11,25
11,26
11,27
12,14
12,18
12,20
12,21
12,24
12,26
12,27
13,17
13,19
13,20
13,23
13,24
13,25
13,27
14,15
14,16
14,17
14,19
14,23
15,22
16,17
16,18
16,22
16,24
16,26
16,27
17,25
17,26
17,27
18,23
18,24
19,21
19,22
19,25
20,21
20,22
20,24
20,26
20,27
21,23
21,24
22,23
22,25
23,26
23,27
