u,v
0,5
0,7
0,9
0,10
0,12
0,13
0,14
0,16
0,21
0,23
0,24
0,27
1,2
1,3
1,4
1,5
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,27
2,3
2,9
2,10
2,12
2,14
2,15
2,16
2,18
2,19
2,20
2,21
2,22
2,23
2,26
2,27
3,8
3,11
3,13
3,15
3,20
3,22
3,24
3,25
4,7
4,9
4,10
4,12
4,13
4,14
4,16
4,21
4,22
4,23
4,27
5,6
5,7
5,10
5,11
5,12
5,13
5,14
5,16
5,18
5,21
5,23
5,24
5,26
5,27
6,7
6,8
6,10
6,11
6,12
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
7,10
7,13
7,14
7,16
7,18
7,21
7,22
7,23
7,24
7,26
7,27
8,11
8,13
8,15
8,18
8,22
8,27
9,11
9,13
9,15
9,19
10,11
10,12
10,13
10,15
10,16
10,18
10,20
10,23
10,24
10,26
10,27
11,12
11,14
11,16
11,18
11,20
11,23
11,26
12,16
12,18
12,20
12,21
12,24
12,26
12,27
13,14
13,17
13,19
13,20
13,23
13,26
14,16
14,19
14,20
14,21
14,23
14,27
15,17
15,19
15,23
16,17
16,19
16,20
16,23
16,24
16,26
17,18
17,23
17,24
17,25
17,27
18,19
18,20
18,21
18,23
18,25
18,26
19,21
19,22
19,23
19,24
19,26
19,27
20,21
20,23
20,24
20,26
20,27
21,23
21,24
21,26
21,27
22,25
22,26
23,24
23,25
23,26
24,26
