u,v
0,1
0,3
0,4
0,7
0,9
0,15
1,2
1,3
1,4
1,5
1,7
1,8
1,9
1,10
1,11
1,12
1,14
1,15
1,16
1,19
1,20
1,24
1,26
2,3
2,4
2,5
2,7
2,9
2,11
2,13
2,16
2,19
2,20
2,21
2,23
2,24
2,26
2,27
3,5
3,7
3,8
3,9
3,11
3,12
3,14
3,15
3,20
3,24
4,7
4,9
4,12
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,24
4,26
5,7
5,9
5,11
5,12
5,14
5,15
5,16
5,18
5,19
5,20
5,24
5,26
6,8
6,11
6,12
6,16
6,18
6,22
6,24
7,9
7,12
7,14
7,15
7,16
7,17
7,18
7,20
7,22
7,24
7,26
8,10
8,12
8,13
8,15
8,16
8,17
8,20
8,23
9,11
9,12
9,14
9,15
9,16
9,18
9,19
9,20
9,24
9,26
10,11
10,12
10,13
10,14
10,23
10,25
10,27
11,12
11,14
11,15
11,20
11,21
11,23
11,25
11,27
12,13
12,14
12,20
12,21
12,23
12,24
12,25
13,17
14,16
14,19
14,21
14,23
14,24
14,25
15,17
15,19
15,20
15,21
16,17
16,18
16,20
16,23
16,24
16,25
16,26
17,18
18,19
18,21
18,22
18,23
18,24
18,25
19,20
19,21
19,22
19,23
19,24
19,26
19,27
20,26
20,27
21,26
22,25
23,26
24,26
