u,v
0,2
0,4
0,5
0,7
0,8
0,9
0,11
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,23
0,24
0,26
1,2
1,3
1,4
1,5
1,7
1,8
1,9
1,11
1,12
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,23
1,24
1,26
2,3
2,4
2,5
2,9
2,10
2,11
2,12
2,13
2,14
2,16
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
3,8
3,9
3,10
3,13
3,15
3,19
3,20
3,24
4,5
4,7
4,9
4,11
4,12
4,15
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,24
4,26
5,7
5,8
5,9
5,10
5,11
5,12
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,26
5,27
6,8
6,16
6,17
6,18
6,21
6,23
7,8
7,9
7,10
7,11
7,12
7,15
7,17
7,20
7,22
7,24
7,26
7,27
8,9
8,11
8,12
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,27
9,10
9,11
9,12
9,15
9,19
9,20
9,21
9,22
9,23
9,24
9,26
9,27
10,11
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,23
10,24
10,26
10,27
11,12
11,14
11,15
11,16
11,17
11,19
11,20
11,21
11,23
11,25
11,26
11,27
12,14
12,16
12,17
12,18
12,19
12,20
12,21
12,24
12,26
14,15
14,19
14,22
14,23
14,24
15,16
15,17
15,19
15,20
15,21
15,22
15,23
15,25
15,26
15,27
16,17
16,18
16,19
16,21
16,22
16,23
16,25
16,26
17,18
17,21
17,22
17,23
17,25
17,26
17,27
18,21
18,22
18,23
18,24
18,25
19,21
19,22
19,23
19,26
19,27
20,21
20,23
20,26
21,22
21,23
21,25
21,26
21,27
22,23
22,25
22,26
23,24
23,26
23,27
24,25
25,26
