u,v
0,2
0,3
0,5
0,6
0,8
0,9
0,11
0,12
0,14
0,16
0,19
0,20
0,21
0,23
0,24
0,25
1,2
1,3
1,4
1,5
1,6
1,9
1,12
1,19
1,20
1,21
1,24
2,3
2,4
2,5
2,7
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,20
2,22
2,26
2,27
3,19
3,21
4,7
4,8
4,9
4,12
4,16
4,17
4,18
4,19
4,20
4,22
4,23
4,25
4,26
5,7
5,8
5,9
5,11
5,12
5,14
5,16
5,17
5,19
5,20
5,21
5,22
5,23
5,25
5,26
6,8
6,10
6,12
6,16
6,18
6,19
6,21
6,22
6,23
6,24
7,9
7,13
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,26
8,9
8,19
8,21
8,24
9,11
9,12
9,15
9,16
9,17
9,19
9,20
9,22
10,12
10,19
10,21
10,24
10,27
11,15
11,16
11,18
11,19
11,21
11,22
11,25
12,14
12,18
12,19
12,20
12,21
12,24
12,27
13,17
13,20
14,15
14,21
14,23
14,27
15,17
15,20
15,22
15,27
16,24
16,26
16,27
17,20
17,21
17,25
17,27
18,19
18,20
18,25
19,21
19,23
19,24
19,25
19,26
20,22
20,26
21,22
21,23
21,24
21,25
21,26
22,25
22,26
23,24
23,27
24,25
