u,v
0,2
0,3
0,5
0,8
0,9
0,11
0,13
0,15
0,20
0,22
0,25
1,2
1,3
1,6
1,12
1,16
1,19
1,20
1,24
2,4
2,5
2,6
2,9
2,13
2,22
2,26
3,5
3,6
3,9
3,13
3,19
3,20
3,24
4,5
4,9
4,10
4,15
4,19
4,20
4,22
4,26
5,9
5,13
5,17
5,19
5,20
5,21
5,25
6,8
6,9
6,11
6,13
6,14
6,15
6,17
6,21
6,23
7,8
7,16
7,17
7,20
7,26
7,27
8,10
8,11
8,15
8,16
8,20
8,25
8,26
9,13
9,19
9,20
9,24
10,13
10,17
10,18
10,21
10,25
11,15
11,19
11,20
11,22
11,25
11,27
12,14
12,18
12,20
12,21
12,24
12,26
12,27
13,19
13,23
13,24
13,26
14,22
14,23
15,19
15,20
15,25
15,27
16,17
16,23
16,26
16,27
17,20
17,25
17,26
18,20
18,22
18,23
19,23
19,24
20,21
20,23
20,26
20,27
21,24
21,26
21,27
22,26
22,27
23,26
23,27
24,27
25,26
