u,v
0,1
0,2
0,5
0,7
0,9
0,10
0,11
0,12
0,14
0,15
0,17
0,20
0,22
0,23
0,24
0,26
0,27
1,2
1,3
1,4
1,5
1,7
1,9
1,11
1,12
1,14
1,16
1,20
1,21
1,23
1,24
1,26
1,27
2,4
2,5
2,7
2,8
2,9
2,11
2,12
2,14
2,16
2,18
2,19
2,20
2,22
2,27
3,8
3,14
3,19
3,21
3,24
3,25
3,27
4,7
4,9
4,10
4,11
4,12
4,15
4,17
4,20
4,22
4,23
4,26
5,7
5,10
5,11
5,12
5,15
5,17
5,20
5,22
5,23
5,24
5,26
6,8
6,12
6,16
6,18
6,19
6,21
6,23
6,24
6,25
7,9
7,10
7,11
7,14
7,15
7,16
7,17
7,22
7,23
7,24
7,26
7,27
8,11
8,15
8,16
8,17
8,18
8,22
8,25
8,26
9,10
9,11
9,12
9,15
9,17
9,22
9,26
10,16
10,19
10,20
10,25
10,27
11,12
11,14
11,15
11,16
11,18
11,19
11,20
11,21
11,22
11,24
11,25
11,27
12,14
12,16
12,18
12,20
12,21
12,24
12,26
12,27
13,14
13,26
14,15
14,17
14,23
14,26
15,19
15,20
15,22
15,27
16,17
16,19
16,22
16,23
16,24
16,25
17,18
17,20
17,22
17,25
17,27
18,21
18,22
18,25
19,21
19,25
20,22
20,23
20,26
21,23
21,24
21,25
21,27
22,25
22,26
23,24
23,27
24,27
