u,v
0,1
0,3
0,5
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,20
0,21
0,23
0,24
1,3
1,4
1,5
1,7
1,8
1,10
1,11
1,12
1,13
1,15
1,20
1,24
1,25
2,13
2,15
2,23
3,4
3,6
3,7
3,8
3,10
3,11
3,13
3,15
3,17
3,18
3,20
3,22
3,24
3,25
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,18
4,19
4,20
4,21
4,22
4,23
4,25
4,26
4,27
5,7
5,10
5,11
5,12
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,23
5,26
5,27
6,8
6,11
6,13
6,14
6,15
6,16
6,18
6,19
6,22
6,23
6,27
7,8
7,9
7,10
7,11
7,13
7,15
7,16
7,17
7,18
7,19
7,21
7,22
7,23
7,24
7,26
7,27
8,9
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,21
8,23
8,26
8,27
9,10
9,11
9,12
9,13
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,24
9,25
9,26
9,27
10,11
10,12
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,23
10,24
10,26
10,27
11,12
11,14
11,16
11,17
11,19
11,20
11,21
11,23
11,24
11,25
11,26
11,27
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,24
12,25
12,26
12,27
13,14
13,16
13,18
13,19
13,20
13,23
13,25
13,26
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,25
14,27
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,25
15,26
15,27
16,17
16,19
16,21
16,22
16,24
16,25
16,26
16,27
17,19
17,21
17,25
17,26
17,27
18,21
18,22
18,25
19,21
19,22
19,23
19,24
19,25
19,26
19,27
20,21
20,23
20,26
20,27
21,22
21,24
21,25
21,26
21,27
22,25
22,26
22,27
23,24
23,25
24,27
25,27
26,27
