u,v
0,2
0,5
0,6
0,7
0,9
0,10
0,12
0,15
0,20
0,26
0,27
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,12
1,14
1,15
1,17
1,18
1,19
1,20
1,22
1,24
1,25
1,26
2,3
2,4
2,5
2,7
2,9
2,11
2,14
2,16
2,19
2,20
2,22
2,25
2,27
3,7
3,11
3,20
4,6
4,7
4,8
4,9
4,10
4,12
4,15
4,17
4,18
4,19
4,20
4,22
4,26
5,6
5,7
5,8
5,10
5,12
5,15
5,16
5,17
5,18
5,19
5,20
5,22
5,24
5,26
6,7
6,8
6,11
6,16
6,17
6,18
6,19
6,22
6,23
7,8
7,9
7,15
7,17
7,18
7,22
7,25
7,26
8,9
8,15
8,16
8,17
8,18
8,19
8,20
9,10
9,11
9,15
9,17
9,18
9,20
9,26
10,13
10,14
10,16
10,19
10,21
10,23
10,24
10,27
11,12
11,15
11,16
11,19
11,20
11,21
11,25
12,16
12,18
12,20
12,24
13,26
14,15
14,16
14,17
14,18
14,19
14,23
14,24
14,26
15,16
15,18
15,20
15,22
15,25
15,27
16,17
16,18
16,19
16,22
16,23
16,24
16,25
16,26
17,18
17,20
17,25
17,27
18,19
18,20
18,21
18,22
18,23
18,25
18,26
18,27
19,21
19,22
19,23
19,24
20,26
21,23
21,24
21,26
22,23
22,25
22,26
23,24
23,25
24,27
25,26
