u,v
0,6
0,7
0,8
0,11
0,15
0,16
0,19
0,23
0,24
1,3
1,4
1,5
1,7
1,8
1,12
1,15
1,20
2,4
2,5
2,9
2,12
2,13
2,14
2,18
2,22
2,25
3,7
3,11
3,12
3,13
3,14
3,16
3,18
3,20
3,21
3,22
3,24
3,25
3,26
4,6
4,8
4,9
4,10
4,15
4,17
4,20
4,23
4,26
5,6
5,8
5,9
5,10
5,15
5,17
5,19
5,20
5,23
5,26
6,11
6,12
6,13
6,14
6,22
6,23
6,25
7,9
7,11
7,13
7,18
7,20
7,21
7,22
7,25
7,26
7,27
8,9
8,11
8,12
8,13
8,14
8,18
8,22
8,23
8,27
9,11
9,12
9,14
9,15
9,17
9,19
9,20
9,26
10,11
10,12
10,13
10,16
10,18
10,21
10,22
10,23
10,25
10,26
10,27
11,15
11,16
11,20
11,24
11,26
11,27
12,14
12,16
12,17
12,19
12,20
12,24
12,26
13,16
13,17
13,19
13,20
14,15
14,17
14,23
15,17
15,18
15,22
15,25
15,27
16,19
16,22
16,23
16,24
16,25
16,26
17,18
17,25
17,26
17,27
18,21
18,23
18,24
19,20
19,21
19,23
19,25
19,27
20,25
20,26
20,27
21,23
21,24
21,25
21,26
23,24
23,26
24,26
25,26
