u,v
0,5
0,7
0,8
0,9
0,10
0,12
0,14
0,15
0,16
0,19
0,20
0,24
0,26
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,12
1,14
1,16
1,19
1,20
1,21
1,23
1,24
1,26
1,27
2,3
2,6
2,10
2,11
2,12
2,13
2,15
2,16
2,17
2,19
2,26
3,11
3,22
3,25
4,5
4,7
4,8
4,9
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,20
4,24
4,26
5,7
5,8
5,9
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,20
5,26
6,7
6,8
6,10
6,11
6,12
6,13
6,14
6,15
6,17
6,18
6,21
6,22
6,23
6,24
7,9
7,10
7,12
7,14
7,16
7,17
7,18
7,19
7,20
7,21
7,23
7,24
7,26
7,27
8,9
8,13
8,16
8,20
8,22
8,25
9,11
9,12
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,24
9,26
10,12
10,16
10,19
10,23
10,24
10,27
11,16
11,20
11,22
11,25
11,27
12,14
12,16
12,18
12,19
12,20
12,21
12,24
12,26
12,27
13,15
14,16
14,19
14,20
14,21
14,23
14,26
14,27
15,19
15,20
15,22
15,25
15,27
16,17
16,19
16,20
16,23
16,24
16,25
16,26
17,19
17,20
17,21
17,23
17,24
17,25
17,27
18,19
18,20
18,21
18,23
18,27
19,21
19,22
19,23
19,24
19,26
19,27
20,24
20,26
21,23
21,24
21,26
21,27
22,25
22,26
23,26
23,27
24,26
24,27
25,26
