u,v
0,2
0,3
0,5
0,7
0,9
0,10
0,12
0,20
0,26
1,3
1,4
1,7
1,11
1,13
1,14
1,16
1,19
1,21
1,23
1,24
1,26
1,27
2,4
2,5
2,6
2,7
2,9
2,13
2,14
2,16
2,25
2,27
3,7
3,8
3,11
3,13
3,14
3,17
3,18
3,19
3,21
3,22
3,23
3,24
3,25
3,27
4,5
4,7
4,8
4,9
4,10
4,12
4,15
4,20
5,7
5,8
5,9
5,10
5,12
5,15
5,18
5,20
5,26
6,8
6,16
6,17
6,18
6,22
7,8
7,9
7,10
7,12
7,15
7,18
7,20
7,24
7,26
8,11
8,12
8,13
8,16
8,17
8,19
8,22
8,23
8,25
8,27
9,10
9,12
9,15
9,20
9,26
10,11
10,13
10,16
10,17
10,19
10,20
10,21
10,22
10,26
10,27
11,12
11,15
11,17
11,21
11,22
11,23
11,24
11,26
12,13
12,14
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
13,17
13,19
13,21
13,24
13,26
14,15
14,23
14,26
15,16
15,22
15,25
15,27
16,17
16,20
16,23
16,24
16,25
16,26
17,19
17,24
17,25
18,22
18,23
18,25
18,27
19,21
19,22
19,23
19,24
19,26
20,23
20,24
20,26
21,23
21,24
21,26
21,27
22,24
22,25
22,26
23,25
23,26
24,26
24,27
25,26
