u,v
0,5
0,7
0,9
0,10
0,11
0,12
0,13
0,14
0,16
0,21
0,27
1,3
1,4
1,5
1,7
1,9
1,10
1,12
1,14
1,19
1,24
2,3
2,4
2,5
2,7
2,9
2,11
2,13
2,14
2,15
2,17
2,19
2,20
2,22
2,23
2,27
3,14
3,19
3,20
4,7
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,24
5,7
5,10
5,11
5,12
5,13
5,14
5,16
5,21
5,27
6,8
6,12
6,16
6,17
6,18
6,22
6,23
6,26
7,8
7,10
7,15
7,17
7,20
7,21
7,24
7,27
8,12
8,13
8,15
8,16
8,18
8,22
8,23
8,25
8,27
9,14
9,17
9,18
9,19
9,26
10,16
10,20
10,23
10,24
10,26
10,27
11,14
11,15
11,19
11,20
12,14
12,17
12,18
12,19
12,20
12,24
12,25
12,26
13,14
13,17
13,19
13,20
14,15
14,16
14,23
14,24
14,27
15,17
15,19
15,20
16,17
16,19
16,24
16,25
16,26
17,18
17,23
17,25
17,27
18,19
18,22
18,23
18,25
18,26
19,22
19,23
19,24
19,25
19,26
20,24
20,27
21,24
22,25
22,26
23,24
25,26
