u,v
0,1
0,2
0,3
0,5
0,9
0,12
0,13
0,14
0,15
0,16
0,18
0,19
0,20
0,21
0,23
0,24
0,27
1,2
1,3
1,4
1,5
1,6
1,9
1,10
1,11
1,12
1,13
1,14
1,16
1,18
1,19
1,20
1,21
1,23
1,24
1,25
1,26
1,27
2,3
2,5
2,7
2,9
2,10
2,13
2,15
2,16
2,17
2,26
3,4
3,9
3,13
3,14
3,15
3,18
3,19
3,20
3,21
3,27
4,5
4,6
4,7
4,9
4,10
4,11
4,12
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,24
4,26
5,7
5,8
5,11
5,12
5,14
5,15
5,16
5,18
5,19
5,20
5,21
5,23
5,24
5,26
5,27
6,8
6,11
6,12
6,14
6,18
6,21
6,23
6,24
7,8
7,9
7,11
7,15
7,16
7,19
7,20
7,21
7,26
7,27
8,11
8,15
8,17
8,20
8,26
9,12
9,13
9,15
9,16
9,19
9,20
9,22
9,26
9,27
10,12
10,13
10,15
10,16
10,18
10,19
10,23
10,24
10,26
10,27
11,12
11,13
11,14
11,15
11,16
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,27
12,14
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
13,15
13,26
14,23
14,25
15,17
15,20
15,21
15,26
16,19
16,20
16,21
16,23
16,24
16,25
16,26
16,27
17,18
17,19
17,20
17,21
17,23
17,24
17,25
18,21
18,22
18,23
18,24
18,25
18,26
19,20
19,21
19,23
19,24
19,27
20,22
20,26
20,27
21,22
21,23
21,24
21,26
21,27
22,23
22,26
23,25
23,26
24,25
24,26
25,27
26,27
