u,v
0,2
0,3
0,5
0,7
0,8
0,9
0,11
0,12
0,13
0,15
0,16
0,20
0,26
1,3
1,4
1,9
1,10
1,11
1,12
1,14
1,20
1,24
2,4
2,5
2,9
2,11
2,13
2,15
2,17
2,19
2,20
2,22
2,25
2,26
2,27
3,4
3,8
3,11
3,15
3,16
3,19
3,20
3,24
4,7
4,9
4,11
4,12
4,13
4,15
4,17
4,22
4,26
5,10
5,11
5,12
5,13
5,15
5,20
5,26
6,8
6,12
6,13
6,16
6,17
6,18
6,22
6,24
7,9
7,15
7,20
7,27
8,13
8,15
8,17
8,25
9,11
9,16
9,24
9,26
9,27
10,18
10,19
10,26
11,13
11,15
11,17
11,20
11,23
11,25
11,26
11,27
12,14
12,18
12,20
12,21
12,22
12,24
12,25
13,15
13,16
13,19
13,22
13,25
13,26
14,19
15,19
15,20
15,22
15,25
15,26
16,17
16,20
16,22
16,25
17,18
17,22
17,25
17,26
17,27
18,22
18,25
19,22
19,23
19,25
19,26
20,26
20,27
21,24
21,26
21,27
22,25
22,26
23,24
23,27
26,27
