u,v
0,1
0,6
0,7
0,9
0,10
0,12
0,14
0,16
0,19
0,21
0,24
0,27
1,2
1,3
1,4
1,7
1,9
1,10
1,12
1,14
1,16
1,19
1,20
1,21
1,24
1,27
2,3
2,9
2,10
2,11
2,12
2,13
2,15
2,17
2,19
2,22
2,26
3,8
3,11
3,13
3,15
3,17
3,20
4,7
4,9
4,10
4,12
4,13
4,16
4,20
4,22
4,26
5,7
5,10
5,12
5,13
5,14
5,16
5,17
5,20
5,21
5,24
5,26
5,27
6,8
6,10
6,14
6,16
6,19
6,21
6,22
6,23
6,24
7,9
7,10
7,13
7,14
7,16
7,17
7,20
7,21
7,24
7,26
7,27
8,13
8,15
8,16
8,18
8,26
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,21
9,23
9,24
9,26
9,27
10,16
10,18
10,19
10,20
10,23
10,24
10,27
11,12
11,15
11,16
11,17
11,22
11,27
12,15
12,17
12,18
12,20
12,21
12,24
12,26
12,27
13,19
13,20
13,22
13,27
14,16
14,19
14,20
14,21
14,23
14,27
15,17
15,19
15,22
15,25
15,27
16,19
16,20
16,23
16,24
16,26
17,23
17,25
17,26
17,27
18,19
18,21
18,22
18,23
18,25
18,26
19,21
19,24
19,25
20,21
20,26
21,23
21,24
21,26
21,27
22,25
22,26
23,24
23,27
24,27
25,26
