u,v
0,1
0,3
0,4
0,5
0,7
0,9
0,10
0,11
0,12
0,13
0,16
0,20
0,24
0,26
1,2
1,3
1,4
1,7
1,10
1,11
1,12
1,14
1,18
1,20
1,21
1,24
1,27
2,10
2,11
2,13
2,15
2,17
2,25
2,26
3,4
3,5
3,7
3,9
3,10
3,11
3,12
3,15
3,20
3,23
3,24
4,7
4,9
4,10
4,11
4,12
4,15
4,16
4,17
4,20
4,22
4,23
4,24
4,26
5,7
5,10
5,11
5,12
5,15
5,16
5,17
5,20
5,22
5,23
5,24
5,26
6,7
6,8
6,10
6,12
6,16
6,17
6,18
6,19
6,22
6,24
7,9
7,11
7,14
7,15
7,16
7,17
7,18
7,20
7,22
7,23
7,24
7,25
7,26
8,10
8,11
8,13
8,15
8,16
8,17
8,18
8,24
8,26
9,10
9,11
9,12
9,13
9,15
9,16
9,17
9,22
9,23
9,24
9,26
10,18
10,19
10,20
10,27
11,12
11,13
11,14
11,16
11,19
11,20
11,21
11,22
11,23
11,27
12,14
12,15
12,16
12,17
12,18
12,20
12,21
12,24
12,26
13,20
13,22
13,26
13,27
14,16
14,23
14,24
15,19
15,20
15,21
15,22
15,26
15,27
16,17
16,20
16,21
16,23
16,24
16,25
16,26
16,27
17,19
17,20
17,23
17,27
18,21
18,23
18,24
18,25
18,26
18,27
19,22
19,25
20,22
20,23
20,24
20,26
21,22
21,24
21,26
22,26
23,24
23,26
23,27
24,26
24,27
25,27
26,27
