u,v
0,4
0,6
0,7
0,10
0,14
0,16
0,21
0,25
1,2
1,3
1,5
1,6
1,7
1,8
1,9
1,10
1,12
1,14
1,16
1,17
1,18
1,19
1,20
1,26
2,4
2,5
2,7
2,9
2,11
2,13
2,14
2,16
2,19
2,20
2,22
2,25
2,26
2,27
3,4
3,13
3,14
3,21
3,22
3,25
4,6
4,7
4,8
4,9
4,10
4,12
4,17
4,18
4,19
4,20
4,23
4,26
5,6
5,8
5,9
5,10
5,12
5,15
5,17
5,18
5,19
5,20
5,26
5,27
6,7
6,8
6,16
6,17
6,18
6,19
6,21
6,24
7,8
7,9
7,15
7,17
7,18
7,19
7,20
7,26
8,9
8,13
8,14
8,15
8,16
8,18
8,20
8,22
8,27
9,10
9,11
9,12
9,17
9,18
9,19
9,20
9,26
10,13
10,16
10,17
10,20
10,21
10,25
10,26
10,27
11,16
11,19
11,25
11,26
12,14
12,16
12,17
12,18
12,20
12,21
12,23
12,24
12,26
14,16
14,17
14,19
14,23
14,25
15,17
16,17
16,19
16,20
16,23
16,24
16,26
17,18
17,20
17,21
17,24
17,25
17,26
17,27
18,21
18,23
18,24
18,26
19,20
19,21
19,22
19,25
19,26
20,25
20,26
21,24
21,25
21,26
22,26
24,26
24,27
25,26
