u,v
0,3
0,5
0,7
0,9
0,10
0,12
0,14
0,16
0,21
0,24
0,27
1,2
1,3
1,4
1,5
1,10
1,12
1,14
1,16
1,18
1,19
1,20
1,21
1,24
1,25
1,27
2,4
2,5
2,7
2,9
2,13
2,16
2,20
2,21
2,22
2,24
2,25
2,26
2,27
3,11
3,13
3,19
3,20
3,23
3,25
4,7
4,8
4,9
4,10
4,12
4,14
4,16
4,17
4,18
4,21
4,24
4,26
4,27
5,6
5,7
5,8
5,12
5,14
5,15
5,16
5,17
5,18
5,26
5,27
6,7
6,8
6,11
6,12
6,13
6,16
6,18
6,19
6,21
7,8
7,12
7,14
7,15
7,16
7,17
7,18
7,26
7,27
8,13
8,15
8,16
8,18
8,20
8,21
8,22
8,24
9,11
9,13
9,20
9,25
10,16
10,23
10,24
10,27
11,12
11,15
11,19
12,18
12,19
12,20
12,23
12,24
12,25
13,14
13,19
13,23
14,16
14,21
14,23
14,27
15,18
15,19
15,20
15,22
15,25
15,26
15,27
16,17
16,19
16,20
16,24
16,25
16,26
16,27
17,18
17,20
17,21
17,25
17,26
17,27
18,19
18,21
18,22
18,23
18,24
18,27
19,22
19,24
19,25
19,26
20,26
20,27
21,23
21,24
21,26
21,27
22,25
22,26
23,25
23,27
24,26
24,27
25,26
