u,v
0,3
0,5
0,7
0,9
0,11
0,12
0,13
0,15
0,16
0,20
0,21
0,25
0,26
1,3
1,4
1,5
1,7
1,9
1,16
1,20
1,21
2,13
2,14
2,15
2,17
2,18
2,22
2,25
2,26
3,4
3,5
3,7
3,9
3,11
3,13
3,15
3,16
3,20
3,21
3,24
3,25
3,26
4,7
4,9
4,11
4,12
4,13
4,16
4,20
4,22
4,25
4,26
5,7
5,13
5,16
5,20
5,22
5,25
6,7
6,11
6,13
6,14
6,16
6,18
6,22
6,24
6,25
6,26
7,8
7,9
7,14
7,26
8,11
8,13
8,14
8,15
8,18
8,22
8,26
9,11
9,14
9,16
9,21
9,24
10,11
10,12
10,15
10,16
10,18
10,19
10,20
10,21
10,23
10,24
10,26
10,27
11,12
11,19
11,20
11,21
11,23
11,27
12,14
12,15
12,16
12,18
12,19
12,21
12,24
12,26
13,19
13,20
13,21
13,27
14,15
14,18
14,19
14,21
15,16
15,17
15,18
15,19
15,20
15,21
15,26
15,27
16,17
16,19
16,20
16,22
16,23
16,24
16,26
17,18
17,24
17,25
17,27
18,19
18,23
18,24
18,27
19,22
19,23
19,25
20,21
20,23
20,24
20,26
21,22
21,23
21,24
21,25
21,26
22,27
23,26
24,26
24,27
25,27
26,27
