u,v
0,2
0,4
0,5
0,7
0,9
0,10
0,11
0,12
0,14
0,16
0,20
0,21
0,26
0,27
1,2
1,3
1,4
1,5
1,7
1,8
1,9
1,11
1,12
1,14
1,18
1,20
1,21
1,26
1,27
2,4
2,5
2,7
2,9
2,11
2,12
2,13
2,14
2,17
2,19
2,20
2,22
2,23
2,24
2,25
2,26
2,27
3,13
3,22
3,25
4,5
4,7
4,8
4,9
4,10
4,11
4,12
4,14
4,15
4,17
4,18
4,19
4,20
4,26
4,27
5,7
5,8
5,9
5,11
5,12
5,15
5,17
5,19
5,20
5,26
5,27
6,12
6,13
6,16
6,18
6,19
6,22
6,23
6,24
7,8
7,9
7,10
7,11
7,12
7,15
7,17
7,19
7,20
7,23
7,24
7,26
7,27
8,9
8,13
8,15
8,16
8,18
8,19
8,20
8,22
9,11
9,12
9,15
9,20
9,26
9,27
10,12
10,16
10,21
10,23
10,24
10,27
11,12
11,14
11,15
11,16
11,17
11,19
11,20
11,23
11,24
11,25
11,26
11,27
12,14
12,16
12,18
12,19
12,20
12,21
12,23
12,24
12,25
14,16
14,19
14,21
14,23
14,24
15,17
15,18
15,19
15,22
15,25
15,26
16,17
16,19
16,23
16,24
16,25
17,18
17,20
17,25
17,26
17,27
18,19
18,22
18,25
19,22
19,25
19,26
20,26
20,27
21,23
21,24
21,26
21,27
22,26
22,27
23,24
23,25
23,27
24,25
24,26
24,27
25,26
25,27
26,27
