u,v
0,2
0,3
0,4
0,5
0,7
0,9
0,10
0,11
0,12
0,14
0,15
0,18
0,20
0,23
0,26
1,2
1,3
1,4
1,7
1,9
1,11
1,12
1,14
1,16
1,17
1,18
1,19
1,20
1,21
1,23
1,24
1,25
1,26
1,27
2,3
2,5
2,6
2,7
2,9
2,10
2,11
2,12
2,13
2,15
2,17
2,19
2,20
2,21
2,22
2,24
2,25
2,26
3,7
3,8
3,14
3,16
3,17
3,19
3,20
3,21
3,25
3,27
4,5
4,6
4,9
4,10
4,11
4,12
4,13
4,15
4,18
4,22
4,23
4,26
5,7
5,9
5,11
5,12
5,14
5,15
5,18
5,19
5,20
5,23
5,26
6,7
6,8
6,12
6,16
6,17
6,18
6,19
6,22
6,23
6,24
6,27
7,9
7,11
7,12
7,13
7,14
7,15
7,18
7,19
7,20
7,22
7,23
7,24
7,25
7,26
8,10
8,13
8,15
8,17
8,19
8,20
8,21
8,27
9,10
9,11
9,12
9,14
9,16
9,19
9,20
9,21
9,23
9,26
9,27
10,14
10,16
10,17
10,19
10,20
10,21
10,23
10,25
10,27
11,12
11,14
11,16
11,19
11,20
11,24
11,27
12,14
12,15
12,16
12,17
12,18
12,19
12,22
12,23
12,25
12,26
12,27
13,16
13,18
13,23
14,26
15,16
15,18
15,27
16,17
16,18
16,20
16,22
16,24
16,26
17,18
17,19
17,21
17,24
17,25
17,27
18,19
18,22
18,24
18,25
19,21
19,22
19,24
19,25
19,26
20,21
20,26
20,27
21,24
21,25
21,27
22,25
22,27
23,24
24,25
24,26
24,27
25,27
26,27
