u,v
0,2
0,4
0,5
0,6
0,7
0,9
0,10
0,12
0,14
0,15
0,16
0,20
0,23
0,26
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,12
1,14
1,15
1,16
1,20
1,23
1,26
2,4
2,5
2,6
2,7
2,9
2,11
2,12
2,13
2,14
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
3,8
3,13
3,17
4,5
4,7
4,8
4,9
4,10
4,11
4,12
4,14
4,15
4,16
4,17
4,19
4,20
4,22
4,23
4,25
4,26
5,7
5,8
5,9
5,10
5,11
5,12
5,14
5,15
5,16
5,17
5,19
5,20
5,22
5,23
5,25
5,26
6,7
6,8
6,11
6,12
6,15
6,16
6,17
6,19
6,21
6,22
6,24
6,26
7,9
7,10
7,11
7,12
7,14
7,15
7,16
7,17
7,20
7,22
7,23
7,25
7,26
8,9
8,15
8,19
8,21
8,22
8,23
8,25
9,10
9,11
9,12
9,14
9,15
9,16
9,17
9,19
9,20
9,22
9,23
9,24
9,25
9,26
10,12
10,13
10,14
10,18
10,20
10,21
10,24
10,27
11,15
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
12,14
12,15
12,16
12,18
12,20
12,23
12,24
12,25
12,26
13,16
13,17
14,15
14,16
14,20
14,23
14,26
15,19
15,20
15,21
15,22
15,24
15,25
15,26
15,27
16,18
16,20
16,23
16,24
16,27
17,21
17,22
17,24
17,25
17,27
18,22
18,23
18,26
19,20
19,21
19,22
19,25
19,26
20,24
20,26
21,25
21,26
22,25
22,26
23,24
23,26
24,25
24,26
