u,v
0,1
0,4
0,5
0,7
0,9
0,10
0,12
0,16
0,17
0,19
0,20
0,24
1,2
1,3
1,4
1,5
1,7
1,8
1,9
1,10
1,12
1,16
1,17
1,18
1,19
1,20
1,21
1,23
1,24
1,26
2,3
2,5
2,9
2,10
2,11
2,12
2,15
2,19
2,20
2,21
2,22
2,23
2,24
2,27
3,11
3,12
3,14
3,15
3,18
4,7
4,9
4,10
4,16
4,17
4,19
4,20
4,21
4,24
5,7
5,8
5,10
5,11
5,16
5,17
5,18
5,19
5,20
5,21
5,23
5,24
5,26
6,7
6,8
6,17
6,18
6,24
7,8
7,9
7,14
7,16
7,18
7,21
7,23
7,24
7,26
7,27
8,10
8,12
8,13
8,15
8,16
8,18
8,19
8,21
8,22
8,23
8,25
8,27
9,11
9,16
9,18
9,19
9,21
9,23
9,24
9,26
10,16
10,17
10,18
10,20
10,23
10,26
10,27
11,12
11,14
11,16
11,20
11,21
11,23
11,26
11,27
12,14
12,16
12,18
12,20
12,21
12,24
12,26
13,17
13,19
14,16
14,19
14,21
14,24
15,17
15,19
16,17
16,19
16,20
16,22
16,23
16,26
16,27
17,18
17,20
17,21
17,24
17,25
17,27
18,21
18,23
18,24
18,25
19,21
19,23
19,26
19,27
20,21
20,23
20,24
20,26
21,24
21,26
22,25
22,26
23,24
23,26
24,26
25,26
25,27
