u,v
0,2
0,3
0,5
0,7
0,8
0,9
0,10
0,14
0,17
0,20
0,25
1,3
1,7
1,11
1,12
1,16
1,20
1,21
1,23
1,24
1,26
1,27
2,4
2,5
2,9
2,13
2,15
2,20
2,22
2,24
2,25
3,7
3,20
4,5
4,7
4,9
4,10
4,14
4,15
4,17
4,20
5,7
5,9
5,10
5,14
5,15
5,17
5,20
6,8
6,10
6,16
6,17
6,23
7,9
7,10
7,11
7,13
7,14
7,15
7,16
7,18
7,20
7,21
7,23
7,24
7,26
7,27
8,11
8,13
8,15
8,18
8,19
8,22
8,25
8,27
9,14
9,15
9,20
9,26
10,11
10,12
10,13
10,14
10,16
10,18
10,19
10,22
10,23
10,24
10,26
10,27
11,12
11,15
11,16
11,20
11,21
11,23
11,26
11,27
12,13
12,16
12,18
12,20
12,21
12,22
12,24
12,26
12,27
13,17
13,19
13,21
13,23
13,26
14,16
14,23
15,16
15,17
15,22
15,25
15,27
16,17
16,22
16,23
16,26
16,27
17,18
17,24
17,25
17,26
17,27
18,19
18,21
18,22
18,23
18,25
19,21
19,23
20,26
20,27
21,22
21,23
21,26
21,27
22,23
23,26
23,27
