u,v
0,1
0,2
0,3
0,5
0,6
0,12
0,15
0,16
0,21
0,23
0,27
1,2
1,3
1,4
1,5
1,7
1,9
1,12
1,16
1,18
1,20
1,21
1,23
1,24
1,26
2,3
2,10
2,11
2,12
2,13
2,15
2,16
2,18
2,21
2,22
2,25
2,26
3,7
3,8
3,11
3,14
3,15
3,18
3,19
3,20
3,22
3,24
4,7
4,9
4,12
4,18
4,20
4,26
5,7
5,11
5,12
5,18
5,20
5,26
6,8
6,10
6,12
6,17
6,18
6,21
6,24
7,9
7,10
7,16
7,18
7,21
7,24
7,26
7,27
8,11
8,13
8,15
8,18
8,19
8,20
8,22
8,27
9,10
9,11
9,12
9,18
9,24
9,26
10,16
10,18
10,20
10,23
10,25
10,26
10,27
11,16
11,19
11,20
11,25
11,26
12,14
12,16
12,17
12,18
12,19
12,20
12,21
12,24
13,14
13,19
13,20
13,23
13,26
14,17
14,23
15,17
15,19
15,20
15,22
15,23
15,26
16,17
16,19
16,22
16,23
16,24
16,26
17,21
17,23
17,25
17,27
18,20
18,21
18,25
19,20
19,22
19,25
20,22
20,24
20,26
21,24
21,27
22,23
22,25
23,24
23,27
24,27
